count,name,artist_mbid,tag,n,clust_x3,clust_x5,clust_x10,clust_x15
83,hardcore,6fbd58c3-e9b3-4419-a197-0a0f22baed94,hardcore,186,2,2,4,5
57,melodic hardcore,6fbd58c3-e9b3-4419-a197-0a0f22baed94,melodic_hardcore,61,1,4,6,7
20,post-hardcore,6fbd58c3-e9b3-4419-a197-0a0f22baed94,post_hardcore,69,1,4,6,14
15,metal,6fbd58c3-e9b3-4419-a197-0a0f22baed94,metal,168,2,2,7,10
7,melodic metalcore,6fbd58c3-e9b3-4419-a197-0a0f22baed94,melodic_metalcore,34,1,4,6,14
6,american,6fbd58c3-e9b3-4419-a197-0a0f22baed94,american,169,2,2,2,2
3,hardcore punk,6fbd58c3-e9b3-4419-a197-0a0f22baed94,hardcore_punk,83,1,4,6,7
2,straight edge,6fbd58c3-e9b3-4419-a197-0a0f22baed94,straight_edge,62,1,4,6,7
2,moshcore,6fbd58c3-e9b3-4419-a197-0a0f22baed94,moshcore,21,3,3,5,6
100,hardcore punk,2ed544ee-f41e-44c7-a78e-626795953d65,hardcore_punk,83,1,4,6,7
78,punk,2ed544ee-f41e-44c7-a78e-626795953d65,punk,108,2,2,2,2
34,hardcore,2ed544ee-f41e-44c7-a78e-626795953d65,hardcore,186,2,2,4,5
12,rock,2ed544ee-f41e-44c7-a78e-626795953d65,rock,216,2,2,3,3
12,punk rock,2ed544ee-f41e-44c7-a78e-626795953d65,punk_rock,70,1,1,1,1
100,ska,aff635da-13ab-4c7e-9f10-e61cf906f3b9,ska,11,3,3,8,9
81,christian,aff635da-13ab-4c7e-9f10-e61cf906f3b9,christian,80,1,4,6,14
33,christian rock,aff635da-13ab-4c7e-9f10-e61cf906f3b9,christian_rock,24,1,1,10,13
30,rock,aff635da-13ab-4c7e-9f10-e61cf906f3b9,rock,216,2,2,3,3
8,punk,aff635da-13ab-4c7e-9f10-e61cf906f3b9,punk,108,2,2,2,2
6,ska punk,aff635da-13ab-4c7e-9f10-e61cf906f3b9,ska_punk,10,3,3,8,9
5,american,aff635da-13ab-4c7e-9f10-e61cf906f3b9,american,169,2,2,2,2
100,classic rock,17b53d9f-5c63-4a09-a593-dde4608e0db9,classic_rock,48,1,1,10,13
75,60s,17b53d9f-5c63-4a09-a593-dde4608e0db9,60s,15,3,3,8,9
74,rock,17b53d9f-5c63-4a09-a593-dde4608e0db9,rock,216,2,2,3,3
60,british,17b53d9f-5c63-4a09-a593-dde4608e0db9,british,54,1,1,10,13
15,pop,17b53d9f-5c63-4a09-a593-dde4608e0db9,pop,54,1,1,10,13
7,indie,17b53d9f-5c63-4a09-a593-dde4608e0db9,indie,74,1,1,1,1
6,oldies,17b53d9f-5c63-4a09-a593-dde4608e0db9,oldies,19,3,3,8,9
100,punk rock,3071d829-b9ca-4499-b4f5-74d6d8531aed,punk_rock,70,1,1,1,1
86,punk,3071d829-b9ca-4499-b4f5-74d6d8531aed,punk,108,2,2,2,2
58,pop punk,3071d829-b9ca-4499-b4f5-74d6d8531aed,pop_punk,48,1,1,1,1
8,rock,3071d829-b9ca-4499-b4f5-74d6d8531aed,rock,216,2,2,3,3
8,american,3071d829-b9ca-4499-b4f5-74d6d8531aed,american,169,2,2,2,2
7,pop-punk,3071d829-b9ca-4499-b4f5-74d6d8531aed,pop_punk,48,1,1,1,1
5,emo,3071d829-b9ca-4499-b4f5-74d6d8531aed,emo,36,1,1,1,1
100,progressive metal,8d0acf0e-c099-49ac-b4b3-d57ca9eb2561,progressive_metal,18,3,3,8,9
89,sludge,8d0acf0e-c099-49ac-b4b3-d57ca9eb2561,sludge,12,3,3,8,9
78,post-metal,8d0acf0e-c099-49ac-b4b3-d57ca9eb2561,post_metal,12,3,3,8,9
41,experimental,8d0acf0e-c099-49ac-b4b3-d57ca9eb2561,experimental,48,3,5,9,11
24,hardcore,8d0acf0e-c099-49ac-b4b3-d57ca9eb2561,hardcore,186,2,2,4,5
14,metal,8d0acf0e-c099-49ac-b4b3-d57ca9eb2561,metal,168,2,2,7,10
13,german,8d0acf0e-c099-49ac-b4b3-d57ca9eb2561,german,26,3,5,9,15
9,post-hardcore,8d0acf0e-c099-49ac-b4b3-d57ca9eb2561,post_hardcore,69,1,4,6,14
7,metalcore,8d0acf0e-c099-49ac-b4b3-d57ca9eb2561,metalcore,124,2,2,7,8
100,punk rock,23a03e33-a603-404e-bcbf-2c00159d7067,punk_rock,70,1,1,1,1
69,punk,23a03e33-a603-404e-bcbf-2c00159d7067,punk,108,2,2,2,2
53,rock,23a03e33-a603-404e-bcbf-2c00159d7067,rock,216,2,2,3,3
35,alternative,23a03e33-a603-404e-bcbf-2c00159d7067,alternative,133,2,2,2,4
33,alternative rock,23a03e33-a603-404e-bcbf-2c00159d7067,alternative_rock,76,1,1,1,1
10,pop punk,23a03e33-a603-404e-bcbf-2c00159d7067,pop_punk,48,1,1,1,1
6,american,23a03e33-a603-404e-bcbf-2c00159d7067,american,169,2,2,2,2
5,hard rock,23a03e33-a603-404e-bcbf-2c00159d7067,hard_rock,58,1,1,10,13
5,90s,23a03e33-a603-404e-bcbf-2c00159d7067,90s,16,3,3,8,9
57,progressive metal,ffba0d4b-a2bd-46d1-98e0-bf7d08ae8744,progressive_metal,18,3,3,8,9
34,metal,ffba0d4b-a2bd-46d1-98e0-bf7d08ae8744,metal,168,2,2,7,10
31,death metal,ffba0d4b-a2bd-46d1-98e0-bf7d08ae8744,death_metal,44,1,4,6,14
20,french,ffba0d4b-a2bd-46d1-98e0-bf7d08ae8744,french,15,3,3,8,9
14,melodic death metal,ffba0d4b-a2bd-46d1-98e0-bf7d08ae8744,melodic_death_metal,31,1,4,6,14
100,rock,9e0e2b01-41db-4008-bd8b-988977d6019a,rock,216,2,2,3,3
82,classic rock,9e0e2b01-41db-4008-bd8b-988977d6019a,classic_rock,48,1,1,10,13
72,80s,9e0e2b01-41db-4008-bd8b-988977d6019a,80s,28,1,1,10,13
41,pop,9e0e2b01-41db-4008-bd8b-988977d6019a,pop,54,1,1,10,13
22,british,9e0e2b01-41db-4008-bd8b-988977d6019a,british,54,1,1,10,13
10,alternative,9e0e2b01-41db-4008-bd8b-988977d6019a,alternative,133,2,2,2,4
100,electronic,4a4ee089-93b1-4470-af9a-6ff575d32704,electronic,36,3,5,9,11
30,electronica,4a4ee089-93b1-4470-af9a-6ff575d32704,electronica,13,3,3,8,9
10,alternative,4a4ee089-93b1-4470-af9a-6ff575d32704,alternative,133,2,2,2,4
8,british,4a4ee089-93b1-4470-af9a-6ff575d32704,british,54,1,1,10,13
100,classic rock,b071f9fa-14b0-4217-8e97-eb41da73f598,classic_rock,48,1,1,10,13
80,rock,b071f9fa-14b0-4217-8e97-eb41da73f598,rock,216,2,2,3,3
43,british,b071f9fa-14b0-4217-8e97-eb41da73f598,british,54,1,1,10,13
41,60s,b071f9fa-14b0-4217-8e97-eb41da73f598,60s,15,3,3,8,9
31,blues,b071f9fa-14b0-4217-8e97-eb41da73f598,blues,20,3,3,8,9
9,blues rock,b071f9fa-14b0-4217-8e97-eb41da73f598,blues_rock,11,3,3,8,9
8,hard rock,b071f9fa-14b0-4217-8e97-eb41da73f598,hard_rock,58,1,1,10,13
8,70s,b071f9fa-14b0-4217-8e97-eb41da73f598,70s,26,1,1,10,13
100,punk,794c6bf2-3241-416f-9b8f-24e2d84a1c4b,punk,108,2,2,2,2
61,rock,794c6bf2-3241-416f-9b8f-24e2d84a1c4b,rock,216,2,2,3,3
56,punk rock,794c6bf2-3241-416f-9b8f-24e2d84a1c4b,punk_rock,70,1,1,1,1
18,classic rock,794c6bf2-3241-416f-9b8f-24e2d84a1c4b,classic_rock,48,1,1,10,13
14,hard rock,794c6bf2-3241-416f-9b8f-24e2d84a1c4b,hard_rock,58,1,1,10,13
12,70s,794c6bf2-3241-416f-9b8f-24e2d84a1c4b,70s,26,1,1,10,13
9,american,794c6bf2-3241-416f-9b8f-24e2d84a1c4b,american,169,2,2,2,2
100,soul,d8df96ae-8fcf-4997-b3e6-e5d1aaf0f69e,soul,23,3,3,8,9
46,funk,d8df96ae-8fcf-4997-b3e6-e5d1aaf0f69e,funk,14,3,3,8,9
36,oldies,d8df96ae-8fcf-4997-b3e6-e5d1aaf0f69e,oldies,19,3,3,8,9
22,rnb,d8df96ae-8fcf-4997-b3e6-e5d1aaf0f69e,rnb,13,3,3,8,9
13,60s,d8df96ae-8fcf-4997-b3e6-e5d1aaf0f69e,60s,15,3,3,8,9
7,70s,d8df96ae-8fcf-4997-b3e6-e5d1aaf0f69e,70s,26,1,1,10,13
6,classic rock,d8df96ae-8fcf-4997-b3e6-e5d1aaf0f69e,classic_rock,48,1,1,10,13
56,jazz,3e4d6dff-eb42-4f0b-8b56-fdc6c21ec20c,jazz,33,3,3,8,9
17,60s,3e4d6dff-eb42-4f0b-8b56-fdc6c21ec20c,60s,15,3,3,8,9
17,instrumental,3e4d6dff-eb42-4f0b-8b56-fdc6c21ec20c,instrumental,87,3,5,9,12
17,oldies,3e4d6dff-eb42-4f0b-8b56-fdc6c21ec20c,oldies,19,3,3,8,9
100,60s,335b6182-0da8-4dc6-a5ec-fe13f0f87e4b,60s,15,3,3,8,9
93,classic rock,335b6182-0da8-4dc6-a5ec-fe13f0f87e4b,classic_rock,48,1,1,10,13
62,rock,335b6182-0da8-4dc6-a5ec-fe13f0f87e4b,rock,216,2,2,3,3
60,oldies,335b6182-0da8-4dc6-a5ec-fe13f0f87e4b,oldies,19,3,3,8,9
43,pop,335b6182-0da8-4dc6-a5ec-fe13f0f87e4b,pop,54,1,1,10,13
11,american,335b6182-0da8-4dc6-a5ec-fe13f0f87e4b,american,169,2,2,2,2
8,folk,335b6182-0da8-4dc6-a5ec-fe13f0f87e4b,folk,37,1,1,10,13
100,classic rock,9fdaa16b-a6c4-4831-b87c-bc9ca8ce7eaa,classic_rock,48,1,1,10,13
71,rock,9fdaa16b-a6c4-4831-b87c-bc9ca8ce7eaa,rock,216,2,2,3,3
45,british,9fdaa16b-a6c4-4831-b87c-bc9ca8ce7eaa,british,54,1,1,10,13
42,60s,9fdaa16b-a6c4-4831-b87c-bc9ca8ce7eaa,60s,15,3,3,8,9
34,hard rock,9fdaa16b-a6c4-4831-b87c-bc9ca8ce7eaa,hard_rock,58,1,1,10,13
10,70s,9fdaa16b-a6c4-4831-b87c-bc9ca8ce7eaa,70s,26,1,1,10,13
5,alternative,9fdaa16b-a6c4-4831-b87c-bc9ca8ce7eaa,alternative,133,2,2,2,4
100,indie,c5c2ea1c-4bde-4f4d-bd0b-47b200bf99d6,indie,74,1,1,1,1
80,electronic,c5c2ea1c-4bde-4f4d-bd0b-47b200bf99d6,electronic,36,3,5,9,11
62,british,c5c2ea1c-4bde-4f4d-bd0b-47b200bf99d6,british,54,1,1,10,13
11,alternative,c5c2ea1c-4bde-4f4d-bd0b-47b200bf99d6,alternative,133,2,2,2,4
8,indie rock,c5c2ea1c-4bde-4f4d-bd0b-47b200bf99d6,indie_rock,27,1,1,10,13
5,shoegaze,c5c2ea1c-4bde-4f4d-bd0b-47b200bf99d6,shoegaze,12,3,3,8,9
100,post-rock,9512eed7-a1a9-4e2f-8cac-c10d1448c1ce,post_rock,51,3,5,9,11
54,instrumental,9512eed7-a1a9-4e2f-8cac-c10d1448c1ce,instrumental,87,3,5,9,12
39,ambient,9512eed7-a1a9-4e2f-8cac-c10d1448c1ce,ambient,43,3,5,9,11
29,experimental,9512eed7-a1a9-4e2f-8cac-c10d1448c1ce,experimental,48,3,5,9,11
16,post rock,9512eed7-a1a9-4e2f-8cac-c10d1448c1ce,post_rock,51,3,5,9,11
5,american,9512eed7-a1a9-4e2f-8cac-c10d1448c1ce,american,169,2,2,2,2
4,indie,9512eed7-a1a9-4e2f-8cac-c10d1448c1ce,indie,74,1,1,1,1
4,atmospheric,9512eed7-a1a9-4e2f-8cac-c10d1448c1ce,atmospheric,17,3,3,8,9
3,shoegaze,9512eed7-a1a9-4e2f-8cac-c10d1448c1ce,shoegaze,12,3,3,8,9
100,hardcore,af7c56d2-8584-424a-97f9-f365f50e8868,hardcore,186,2,2,4,5
47,metalcore,af7c56d2-8584-424a-97f9-f365f50e8868,metalcore,124,2,2,7,8
29,groove metal,af7c56d2-8584-424a-97f9-f365f50e8868,groove_metal,10,3,3,8,9
28,straight edge,af7c56d2-8584-424a-97f9-f365f50e8868,straight_edge,62,1,4,6,7
21,metal,af7c56d2-8584-424a-97f9-f365f50e8868,metal,168,2,2,7,10
7,thrash metal,af7c56d2-8584-424a-97f9-f365f50e8868,thrash_metal,26,1,4,6,14
5,moshcore,af7c56d2-8584-424a-97f9-f365f50e8868,moshcore,21,3,3,5,6
3,sxe,af7c56d2-8584-424a-97f9-f365f50e8868,straight_edge,62,1,4,6,7
3,rock,af7c56d2-8584-424a-97f9-f365f50e8868,rock,216,2,2,3,3
3,american,af7c56d2-8584-424a-97f9-f365f50e8868,american,169,2,2,2,2
100,rock,18662acd-0f22-4608-b3eb-60f12b0766c4,rock,216,2,2,3,3
69,blues,18662acd-0f22-4608-b3eb-60f12b0766c4,blues,20,3,3,8,9
34,alternative,18662acd-0f22-4608-b3eb-60f12b0766c4,alternative,133,2,2,2,4
25,blues rock,18662acd-0f22-4608-b3eb-60f12b0766c4,blues_rock,11,3,3,8,9
11,soundtrack,18662acd-0f22-4608-b3eb-60f12b0766c4,soundtrack,14,3,5,9,15
11,alternative rock,18662acd-0f22-4608-b3eb-60f12b0766c4,alternative_rock,76,1,1,1,1
8,american,18662acd-0f22-4608-b3eb-60f12b0766c4,american,169,2,2,2,2
100,hardcore,ab58ab6c-8cdc-4248-8aed-31883a73cb44,hardcore,186,2,2,4,5
52,straight edge,ab58ab6c-8cdc-4248-8aed-31883a73cb44,straight_edge,62,1,4,6,7
18,metalcore,ab58ab6c-8cdc-4248-8aed-31883a73cb44,metalcore,124,2,2,7,8
18,straight edge hardcore,ab58ab6c-8cdc-4248-8aed-31883a73cb44,straight_edge_hardcore,21,3,3,5,6
10,italian,ab58ab6c-8cdc-4248-8aed-31883a73cb44,italian,15,3,5,9,15
8,hardcore punk,ab58ab6c-8cdc-4248-8aed-31883a73cb44,hardcore_punk,83,1,4,6,7
4,sxe,ab58ab6c-8cdc-4248-8aed-31883a73cb44,straight_edge,62,1,4,6,7
3,punk,ab58ab6c-8cdc-4248-8aed-31883a73cb44,punk,108,2,2,2,2
100,classical,83903121-f611-4875-984c-673ae7173e56,classical,48,3,5,9,12
76,baroque,83903121-f611-4875-984c-673ae7173e56,baroque,11,3,5,9,15
30,italian,83903121-f611-4875-984c-673ae7173e56,italian,15,3,5,9,15
25,composer,83903121-f611-4875-984c-673ae7173e56,composer,35,3,5,9,12
20,instrumental,83903121-f611-4875-984c-673ae7173e56,instrumental,87,3,5,9,12
7,composers,83903121-f611-4875-984c-673ae7173e56,composers,29,3,5,9,12
6,classic,83903121-f611-4875-984c-673ae7173e56,classic,24,3,5,9,12
100,progressive metal,66fc5bf8-daa4-4241-b378-9bc9077939d2,progressive_metal,18,3,3,8,9
71,progressive rock,66fc5bf8-daa4-4241-b378-9bc9077939d2,progressive_rock,18,3,3,8,9
44,metal,66fc5bf8-daa4-4241-b378-9bc9077939d2,metal,168,2,2,7,10
38,alternative,66fc5bf8-daa4-4241-b378-9bc9077939d2,alternative,133,2,2,2,4
35,rock,66fc5bf8-daa4-4241-b378-9bc9077939d2,rock,216,2,2,3,3
18,progressive,66fc5bf8-daa4-4241-b378-9bc9077939d2,progressive,15,3,3,8,9
15,alternative rock,66fc5bf8-daa4-4241-b378-9bc9077939d2,alternative_rock,76,1,1,1,1
14,alternative metal,66fc5bf8-daa4-4241-b378-9bc9077939d2,alternative_metal,24,1,1,10,13
6,experimental,66fc5bf8-daa4-4241-b378-9bc9077939d2,experimental,48,3,5,9,11
100,screamo,ea367e3c-4c74-460b-8a99-bbbb9b1ad5cf,screamo,39,1,4,6,14
97,hardcore,ea367e3c-4c74-460b-8a99-bbbb9b1ad5cf,hardcore,186,2,2,4,5
81,post-hardcore,ea367e3c-4c74-460b-8a99-bbbb9b1ad5cf,post_hardcore,69,1,4,6,14
76,melodic hardcore,ea367e3c-4c74-460b-8a99-bbbb9b1ad5cf,melodic_hardcore,61,1,4,6,7
29,hardcore punk,ea367e3c-4c74-460b-8a99-bbbb9b1ad5cf,hardcore_punk,83,1,4,6,7
11,emo,ea367e3c-4c74-460b-8a99-bbbb9b1ad5cf,emo,36,1,1,1,1
11,american,ea367e3c-4c74-460b-8a99-bbbb9b1ad5cf,american,169,2,2,2,2
6,punk,ea367e3c-4c74-460b-8a99-bbbb9b1ad5cf,punk,108,2,2,2,2
3,post hardcore,ea367e3c-4c74-460b-8a99-bbbb9b1ad5cf,post_hardcore,69,1,4,6,14
100,alternative,caeada25-307d-43d9-8253-ed6f35ea941a,alternative,133,2,2,2,4
56,female vocalists,caeada25-307d-43d9-8253-ed6f35ea941a,female_vocalists,31,1,1,10,13
51,nu-metal,caeada25-307d-43d9-8253-ed6f35ea941a,nu_metal,32,1,1,10,13
20,nu metal,caeada25-307d-43d9-8253-ed6f35ea941a,nu_metal,32,1,1,10,13
14,alternative rock,caeada25-307d-43d9-8253-ed6f35ea941a,alternative_rock,76,1,1,1,1
11,alternative metal,caeada25-307d-43d9-8253-ed6f35ea941a,alternative_metal,24,1,1,10,13
9,rock,caeada25-307d-43d9-8253-ed6f35ea941a,rock,216,2,2,3,3
6,metal,caeada25-307d-43d9-8253-ed6f35ea941a,metal,168,2,2,7,10
100,metalcore,1f5ff245-2837-4d4a-a609-e93e544478c3,metalcore,124,2,2,7,8
63,thrash metal,1f5ff245-2837-4d4a-a609-e93e544478c3,thrash_metal,26,1,4,6,14
51,metal,1f5ff245-2837-4d4a-a609-e93e544478c3,metal,168,2,2,7,10
31,heavy metal,1f5ff245-2837-4d4a-a609-e93e544478c3,heavy_metal,50,1,1,10,13
17,hardcore,1f5ff245-2837-4d4a-a609-e93e544478c3,hardcore,186,2,2,4,5
7,melodic death metal,1f5ff245-2837-4d4a-a609-e93e544478c3,melodic_death_metal,31,1,4,6,14
4,melodic metalcore,1f5ff245-2837-4d4a-a609-e93e544478c3,melodic_metalcore,34,1,4,6,14
4,rock,1f5ff245-2837-4d4a-a609-e93e544478c3,rock,216,2,2,3,3
4,american,1f5ff245-2837-4d4a-a609-e93e544478c3,american,169,2,2,2,2
100,rock,a3cb23fc-acd3-4ce0-8f36-1e5aa6a18432,rock,216,2,2,3,3
44,classic rock,a3cb23fc-acd3-4ce0-8f36-1e5aa6a18432,classic_rock,48,1,1,10,13
33,pop,a3cb23fc-acd3-4ce0-8f36-1e5aa6a18432,pop,54,1,1,10,13
31,alternative,a3cb23fc-acd3-4ce0-8f36-1e5aa6a18432,alternative,133,2,2,2,4
13,alternative rock,a3cb23fc-acd3-4ce0-8f36-1e5aa6a18432,alternative_rock,76,1,1,1,1
13,80s,a3cb23fc-acd3-4ce0-8f36-1e5aa6a18432,80s,28,1,1,10,13
5,90s,a3cb23fc-acd3-4ce0-8f36-1e5aa6a18432,90s,16,3,3,8,9
5,pop rock,a3cb23fc-acd3-4ce0-8f36-1e5aa6a18432,pop_rock,11,3,3,8,9
100,screamo,674a7e8c-9682-419a-8e05-2358e28b5359,screamo,39,1,4,6,14
83,post-hardcore,674a7e8c-9682-419a-8e05-2358e28b5359,post_hardcore,69,1,4,6,14
68,hardcore,674a7e8c-9682-419a-8e05-2358e28b5359,hardcore,186,2,2,4,5
64,metalcore,674a7e8c-9682-419a-8e05-2358e28b5359,metalcore,124,2,2,7,8
31,emo,674a7e8c-9682-419a-8e05-2358e28b5359,emo,36,1,1,1,1
27,christian,674a7e8c-9682-419a-8e05-2358e28b5359,christian,80,1,4,6,14
21,emocore,674a7e8c-9682-419a-8e05-2358e28b5359,emocore,14,3,3,5,6
13,rock,674a7e8c-9682-419a-8e05-2358e28b5359,rock,216,2,2,3,3
9,metal,674a7e8c-9682-419a-8e05-2358e28b5359,metal,168,2,2,7,10
100,melodic death metal,a7c18d09-2197-4bff-98f2-cd87923be240,melodic_death_metal,31,1,4,6,14
33,metalcore,a7c18d09-2197-4bff-98f2-cd87923be240,metalcore,124,2,2,7,8
29,metal,a7c18d09-2197-4bff-98f2-cd87923be240,metal,168,2,2,7,10
16,heavy metal,a7c18d09-2197-4bff-98f2-cd87923be240,heavy_metal,50,1,1,10,13
15,canadian,a7c18d09-2197-4bff-98f2-cd87923be240,canadian,19,3,3,8,9
15,death metal,a7c18d09-2197-4bff-98f2-cd87923be240,death_metal,44,1,4,6,14
15,melodic metalcore,a7c18d09-2197-4bff-98f2-cd87923be240,melodic_metalcore,34,1,4,6,14
100,hardcore,399872f4-1ef1-4b53-8881-03faed07bf67,hardcore,186,2,2,4,5
65,straight edge,399872f4-1ef1-4b53-8881-03faed07bf67,straight_edge,62,1,4,6,7
56,hardcore punk,399872f4-1ef1-4b53-8881-03faed07bf67,hardcore_punk,83,1,4,6,7
21,punk,399872f4-1ef1-4b53-8881-03faed07bf67,punk,108,2,2,2,2
8,thrash,399872f4-1ef1-4b53-8881-03faed07bf67,thrash,10,3,3,8,9
7,straight edge hardcore,399872f4-1ef1-4b53-8881-03faed07bf67,straight_edge_hardcore,21,3,3,5,6
6,sxe,399872f4-1ef1-4b53-8881-03faed07bf67,straight_edge,62,1,4,6,7
90,heavy metal,4753fcb7-9270-493a-974d-8daca4e49125,heavy_metal,50,1,1,10,13
78,metal,4753fcb7-9270-493a-974d-8daca4e49125,metal,168,2,2,7,10
24,hard rock,4753fcb7-9270-493a-974d-8daca4e49125,hard_rock,58,1,1,10,13
16,rock,4753fcb7-9270-493a-974d-8daca4e49125,rock,216,2,2,3,3
12,groove metal,4753fcb7-9270-493a-974d-8daca4e49125,groove_metal,10,3,3,8,9
80,folk rock,4f59ee7e-850a-4398-abc9-090d72ad3b0e,folk_rock,12,3,3,8,9
58,rock,4f59ee7e-850a-4398-abc9-090d72ad3b0e,rock,216,2,2,3,3
41,alternative,4f59ee7e-850a-4398-abc9-090d72ad3b0e,alternative,133,2,2,2,4
13,folk,4f59ee7e-850a-4398-abc9-090d72ad3b0e,folk,37,1,1,10,13
11,folk-rock,4f59ee7e-850a-4398-abc9-090d72ad3b0e,folk_rock,12,3,3,8,9
8,punk rock,4f59ee7e-850a-4398-abc9-090d72ad3b0e,punk_rock,70,1,1,1,1
6,alternative rock,4f59ee7e-850a-4398-abc9-090d72ad3b0e,alternative_rock,76,1,1,1,1
100,hardcore,a342964d-ca53-4e54-96dc-e8501851e77f,hardcore,186,2,2,4,5
61,metalcore,a342964d-ca53-4e54-96dc-e8501851e77f,metalcore,124,2,2,7,8
29,female vocalists,a342964d-ca53-4e54-96dc-e8501851e77f,female_vocalists,31,1,1,10,13
16,metal,a342964d-ca53-4e54-96dc-e8501851e77f,metal,168,2,2,7,10
5,moshcore,a342964d-ca53-4e54-96dc-e8501851e77f,moshcore,21,3,3,5,6
4,american,a342964d-ca53-4e54-96dc-e8501851e77f,american,169,2,2,2,2
3,hardcore punk,a342964d-ca53-4e54-96dc-e8501851e77f,hardcore_punk,83,1,4,6,7
3,screamo,a342964d-ca53-4e54-96dc-e8501851e77f,screamo,39,1,4,6,14
100,metalcore,9320918d-5143-4846-bab8-7ad48ec17d58,metalcore,124,2,2,7,8
35,hardcore,9320918d-5143-4846-bab8-7ad48ec17d58,hardcore,186,2,2,4,5
29,christian,9320918d-5143-4846-bab8-7ad48ec17d58,christian,80,1,4,6,14
26,christian metalcore,9320918d-5143-4846-bab8-7ad48ec17d58,christian_metalcore,27,1,4,6,14
18,metal,9320918d-5143-4846-bab8-7ad48ec17d58,metal,168,2,2,7,10
13,melodic metalcore,9320918d-5143-4846-bab8-7ad48ec17d58,melodic_metalcore,34,1,4,6,14
5,christian metal,9320918d-5143-4846-bab8-7ad48ec17d58,christian_metal,16,3,3,5,6
4,american,9320918d-5143-4846-bab8-7ad48ec17d58,american,169,2,2,2,2
4,melodic hardcore,9320918d-5143-4846-bab8-7ad48ec17d58,melodic_hardcore,61,1,4,6,7
3,melodic death metal,9320918d-5143-4846-bab8-7ad48ec17d58,melodic_death_metal,31,1,4,6,14
32,hard rock,f4d306f3-e82b-4186-9cca-4e8806db21f8,hard_rock,58,1,1,10,13
30,metal,f4d306f3-e82b-4186-9cca-4e8806db21f8,metal,168,2,2,7,10
28,punk,f4d306f3-e82b-4186-9cca-4e8806db21f8,punk,108,2,2,2,2
21,rock,f4d306f3-e82b-4186-9cca-4e8806db21f8,rock,216,2,2,3,3
9,punk rock,f4d306f3-e82b-4186-9cca-4e8806db21f8,punk_rock,70,1,1,1,1
4,heavy metal,f4d306f3-e82b-4186-9cca-4e8806db21f8,heavy_metal,50,1,1,10,13
100,hardcore,97bf5a7a-7cd9-4032-a44e-67a129ea6cdd,hardcore,186,2,2,4,5
36,straight edge,97bf5a7a-7cd9-4032-a44e-67a129ea6cdd,straight_edge,62,1,4,6,7
14,hardcore punk,97bf5a7a-7cd9-4032-a44e-67a129ea6cdd,hardcore_punk,83,1,4,6,7
5,melodic hardcore,97bf5a7a-7cd9-4032-a44e-67a129ea6cdd,melodic_hardcore,61,1,4,6,7
4,sxe,97bf5a7a-7cd9-4032-a44e-67a129ea6cdd,straight_edge,62,1,4,6,7
100,deathcore,56ba013c-610e-4d9b-98ed-c2ccff977a9e,deathcore,21,3,3,5,6
34,death metal,56ba013c-610e-4d9b-98ed-c2ccff977a9e,death_metal,44,1,4,6,14
19,grindcore,56ba013c-610e-4d9b-98ed-c2ccff977a9e,grindcore,11,3,3,8,9
16,metalcore,56ba013c-610e-4d9b-98ed-c2ccff977a9e,metalcore,124,2,2,7,8
5,metal,56ba013c-610e-4d9b-98ed-c2ccff977a9e,metal,168,2,2,7,10
3,american,56ba013c-610e-4d9b-98ed-c2ccff977a9e,american,169,2,2,2,2
3,hardcore,56ba013c-610e-4d9b-98ed-c2ccff977a9e,hardcore,186,2,2,4,5
100,heavy metal,51f24fe4-6cb7-477a-a6ed-6be19abf99bb,heavy_metal,50,1,1,10,13
95,hard rock,51f24fe4-6cb7-477a-a6ed-6be19abf99bb,hard_rock,58,1,1,10,13
78,christian rock,51f24fe4-6cb7-477a-a6ed-6be19abf99bb,christian_rock,24,1,1,10,13
59,christian,51f24fe4-6cb7-477a-a6ed-6be19abf99bb,christian,80,1,4,6,14
46,christian metal,51f24fe4-6cb7-477a-a6ed-6be19abf99bb,christian_metal,16,3,3,5,6
34,metal,51f24fe4-6cb7-477a-a6ed-6be19abf99bb,metal,168,2,2,7,10
8,rock,51f24fe4-6cb7-477a-a6ed-6be19abf99bb,rock,216,2,2,3,3
100,deathcore,37661f69-2801-409e-847d-3c8b58d2ad0a,deathcore,21,3,3,5,6
37,metalcore,37661f69-2801-409e-847d-3c8b58d2ad0a,metalcore,124,2,2,7,8
31,melodic death metal,37661f69-2801-409e-847d-3c8b58d2ad0a,melodic_death_metal,31,1,4,6,14
25,death metal,37661f69-2801-409e-847d-3c8b58d2ad0a,death_metal,44,1,4,6,14
8,metal,37661f69-2801-409e-847d-3c8b58d2ad0a,metal,168,2,2,7,10
7,hardcore,37661f69-2801-409e-847d-3c8b58d2ad0a,hardcore,186,2,2,4,5
4,american,37661f69-2801-409e-847d-3c8b58d2ad0a,american,169,2,2,2,2
100,deathcore,56203de9-b526-45fa-870d-07812037b3de,deathcore,21,3,3,5,6
30,christian,56203de9-b526-45fa-870d-07812037b3de,christian,80,1,4,6,14
26,metalcore,56203de9-b526-45fa-870d-07812037b3de,metalcore,124,2,2,7,8
19,death metal,56203de9-b526-45fa-870d-07812037b3de,death_metal,44,1,4,6,14
9,metal,56203de9-b526-45fa-870d-07812037b3de,metal,168,2,2,7,10
