count,name,artist_mbid,tag,n,clust_x3,clust_x5,clust_x10,clust_x15
59,pop,2c4dae8c-e591-49e0-9c5a-62b310a15788,pop,54,1,1,10,13
43,singer-songwriter,2c4dae8c-e591-49e0-9c5a-62b310a15788,singer_songwriter,46,1,1,10,13
6,indie,2c4dae8c-e591-49e0-9c5a-62b310a15788,indie,74,1,1,1,1
6,alternative,2c4dae8c-e591-49e0-9c5a-62b310a15788,alternative,133,2,2,2,4
6,jazz,2c4dae8c-e591-49e0-9c5a-62b310a15788,jazz,33,3,3,8,9
100,piano,40c9866d-ae1b-4445-9542-bcc4d5ab9d9e,piano,44,3,5,9,12
85,contemporary classical,40c9866d-ae1b-4445-9542-bcc4d5ab9d9e,contemporary_classical,21,3,5,9,15
55,classical,40c9866d-ae1b-4445-9542-bcc4d5ab9d9e,classical,48,3,5,9,12
54,instrumental,40c9866d-ae1b-4445-9542-bcc4d5ab9d9e,instrumental,87,3,5,9,12
34,neoclassical,40c9866d-ae1b-4445-9542-bcc4d5ab9d9e,neoclassical,14,3,5,9,15
26,modern classical,40c9866d-ae1b-4445-9542-bcc4d5ab9d9e,modern_classical,16,3,5,9,15
22,neo-classical,40c9866d-ae1b-4445-9542-bcc4d5ab9d9e,neo_classical,12,3,5,9,15
20,chillout,40c9866d-ae1b-4445-9542-bcc4d5ab9d9e,chillout,16,3,3,8,9
37,folk,a472827c-096d-423a-998c-65e9b6440e14,folk,37,1,1,10,13
11,classical,a472827c-096d-423a-998c-65e9b6440e14,classical,48,3,5,9,12
11,instrumental,a472827c-096d-423a-998c-65e9b6440e14,instrumental,87,3,5,9,12
6,baroque,a472827c-096d-423a-998c-65e9b6440e14,baroque,11,3,5,9,15
100,classical,013c8e5b-d72a-4cd3-8dee-6c64d6125823,classical,48,3,5,9,12
35,romantic,013c8e5b-d72a-4cd3-8dee-6c64d6125823,romantic,14,3,5,9,15
23,composers,013c8e5b-d72a-4cd3-8dee-6c64d6125823,composers,29,3,5,9,12
21,piano,013c8e5b-d72a-4cd3-8dee-6c64d6125823,piano,44,3,5,9,12
8,instrumental,013c8e5b-d72a-4cd3-8dee-6c64d6125823,instrumental,87,3,5,9,12
6,classic,013c8e5b-d72a-4cd3-8dee-6c64d6125823,classic,24,3,5,9,12
6,composer,013c8e5b-d72a-4cd3-8dee-6c64d6125823,composer,35,3,5,9,12
100,jazz,54799c0e-eb45-4eea-996d-c4d71a63c499,jazz,33,3,3,8,9
49,female vocalists,54799c0e-eb45-4eea-996d-c4d71a63c499,female_vocalists,31,1,1,10,13
38,blues,54799c0e-eb45-4eea-996d-c4d71a63c499,blues,20,3,3,8,9
9,oldies,54799c0e-eb45-4eea-996d-c4d71a63c499,oldies,19,3,3,8,9
8,soul,54799c0e-eb45-4eea-996d-c4d71a63c499,soul,23,3,3,8,9
100,pop,b83bc61f-8451-4a5d-8b8e-7e9ed295e822,pop,54,1,1,10,13
87,classic rock,b83bc61f-8451-4a5d-8b8e-7e9ed295e822,classic_rock,48,1,1,10,13
64,singer-songwriter,b83bc61f-8451-4a5d-8b8e-7e9ed295e822,singer_songwriter,46,1,1,10,13
59,rock,b83bc61f-8451-4a5d-8b8e-7e9ed295e822,rock,216,2,2,3,3
54,piano,b83bc61f-8451-4a5d-8b8e-7e9ed295e822,piano,44,3,5,9,12
28,british,b83bc61f-8451-4a5d-8b8e-7e9ed295e822,british,54,1,1,10,13
16,80s,b83bc61f-8451-4a5d-8b8e-7e9ed295e822,80s,28,1,1,10,13
15,70s,b83bc61f-8451-4a5d-8b8e-7e9ed295e822,70s,26,1,1,10,13
9,male vocalists,b83bc61f-8451-4a5d-8b8e-7e9ed295e822,male_vocalists,19,3,3,8,9
100,ambient,86139012-695b-42f4-98f1-1f353f7230b4,ambient,43,3,5,9,11
57,post-rock,86139012-695b-42f4-98f1-1f353f7230b4,post_rock,51,3,5,9,11
52,instrumental,86139012-695b-42f4-98f1-1f353f7230b4,instrumental,87,3,5,9,12
41,experimental,86139012-695b-42f4-98f1-1f353f7230b4,experimental,48,3,5,9,11
22,electronic,86139012-695b-42f4-98f1-1f353f7230b4,electronic,36,3,5,9,11
19,atmospheric,86139012-695b-42f4-98f1-1f353f7230b4,atmospheric,17,3,3,8,9
10,piano,86139012-695b-42f4-98f1-1f353f7230b4,piano,44,3,5,9,12
6,shoegaze,86139012-695b-42f4-98f1-1f353f7230b4,shoegaze,12,3,3,8,9
4,chillout,86139012-695b-42f4-98f1-1f353f7230b4,chillout,16,3,3,8,9
83,classic rock,01809552-4f87-45b0-afff-2c6f0730a3be,classic_rock,48,1,1,10,13
58,rock,01809552-4f87-45b0-afff-2c6f0730a3be,rock,216,2,2,3,3
57,oldies,01809552-4f87-45b0-afff-2c6f0730a3be,oldies,19,3,3,8,9
13,60s,01809552-4f87-45b0-afff-2c6f0730a3be,60s,15,3,3,8,9
10,pop,01809552-4f87-45b0-afff-2c6f0730a3be,pop,54,1,1,10,13
10,american,01809552-4f87-45b0-afff-2c6f0730a3be,american,169,2,2,2,2
100,hardcore,0df521f0-4693-4ea6-99db-1ca2069b47a6,hardcore,186,2,2,4,5
37,straight edge,0df521f0-4693-4ea6-99db-1ca2069b47a6,straight_edge,62,1,4,6,7
26,metalcore,0df521f0-4693-4ea6-99db-1ca2069b47a6,metalcore,124,2,2,7,8
6,oldschool hardcore,0df521f0-4693-4ea6-99db-1ca2069b47a6,oldschool_hardcore,16,3,3,5,6
3,straight edge hardcore,0df521f0-4693-4ea6-99db-1ca2069b47a6,straight_edge_hardcore,21,3,3,5,6
2,usa,0df521f0-4693-4ea6-99db-1ca2069b47a6,usa,10,3,3,8,9
2,american,0df521f0-4693-4ea6-99db-1ca2069b47a6,american,169,2,2,2,2
100,post-hardcore,6b22de04-fb48-44aa-bd02-c1427f635477,post_hardcore,69,1,4,6,14
98,screamo,6b22de04-fb48-44aa-bd02-c1427f635477,screamo,39,1,4,6,14
81,emo,6b22de04-fb48-44aa-bd02-c1427f635477,emo,36,1,1,1,1
59,rock,6b22de04-fb48-44aa-bd02-c1427f635477,rock,216,2,2,3,3
48,emocore,6b22de04-fb48-44aa-bd02-c1427f635477,emocore,14,3,3,5,6
29,christian,6b22de04-fb48-44aa-bd02-c1427f635477,christian,80,1,4,6,14
25,alternative,6b22de04-fb48-44aa-bd02-c1427f635477,alternative,133,2,2,2,4
24,hardcore,6b22de04-fb48-44aa-bd02-c1427f635477,hardcore,186,2,2,4,5
11,post hardcore,6b22de04-fb48-44aa-bd02-c1427f635477,post_hardcore,69,1,4,6,14
11,alternative rock,6b22de04-fb48-44aa-bd02-c1427f635477,alternative_rock,76,1,1,1,1
100,rap,b95ce3ff-3d05-4e87-9e01-c97b66af13d4,rap,11,3,3,8,9
79,hip-hop,b95ce3ff-3d05-4e87-9e01-c97b66af13d4,hip_hop,24,3,3,8,9
33,hip hop,b95ce3ff-3d05-4e87-9e01-c97b66af13d4,hip_hop,24,3,3,8,9
16,pop,b95ce3ff-3d05-4e87-9e01-c97b66af13d4,pop,54,1,1,10,13
6,american,b95ce3ff-3d05-4e87-9e01-c97b66af13d4,american,169,2,2,2,2
3,male vocalists,b95ce3ff-3d05-4e87-9e01-c97b66af13d4,male_vocalists,19,3,3,8,9
100,soundtrack,a16e47f5-aa54-47fe-87e4-bb8af91a9fdd,soundtrack,14,3,5,9,15
63,instrumental,a16e47f5-aa54-47fe-87e4-bb8af91a9fdd,instrumental,87,3,5,9,12
50,classical,a16e47f5-aa54-47fe-87e4-bb8af91a9fdd,classical,48,3,5,9,12
37,composer,a16e47f5-aa54-47fe-87e4-bb8af91a9fdd,composer,35,3,5,9,12
33,italian,a16e47f5-aa54-47fe-87e4-bb8af91a9fdd,italian,15,3,5,9,15
6,composers,a16e47f5-aa54-47fe-87e4-bb8af91a9fdd,composers,29,3,5,9,12
100,classical,e1d521ea-5b97-4981-987c-ba988b2a87d7,classical,48,3,5,9,12
67,piano,e1d521ea-5b97-4981-987c-ba988b2a87d7,piano,44,3,5,9,12
35,french,e1d521ea-5b97-4981-987c-ba988b2a87d7,french,15,3,3,8,9
24,composers,e1d521ea-5b97-4981-987c-ba988b2a87d7,composers,29,3,5,9,12
7,ambient,e1d521ea-5b97-4981-987c-ba988b2a87d7,ambient,43,3,5,9,11
6,composer,e1d521ea-5b97-4981-987c-ba988b2a87d7,composer,35,3,5,9,12
100,jazz,cfa7c6b1-bbb3-4f9a-a636-cbfafb9b4bcf,jazz,33,3,3,8,9
34,piano,cfa7c6b1-bbb3-4f9a-a636-cbfafb9b4bcf,piano,44,3,5,9,12
32,swedish,cfa7c6b1-bbb3-4f9a-a636-cbfafb9b4bcf,swedish,14,3,3,8,9
26,instrumental,cfa7c6b1-bbb3-4f9a-a636-cbfafb9b4bcf,instrumental,87,3,5,9,12
4,experimental,cfa7c6b1-bbb3-4f9a-a636-cbfafb9b4bcf,experimental,48,3,5,9,11
100,hardcore,9f94e88e-cb13-48b2-8c3d-6ff1181aca80,hardcore,186,2,2,4,5
80,metalcore,9f94e88e-cb13-48b2-8c3d-6ff1181aca80,metalcore,124,2,2,7,8
41,melodic hardcore,9f94e88e-cb13-48b2-8c3d-6ff1181aca80,melodic_hardcore,61,1,4,6,7
18,metal,9f94e88e-cb13-48b2-8c3d-6ff1181aca80,metal,168,2,2,7,10
16,screamo,9f94e88e-cb13-48b2-8c3d-6ff1181aca80,screamo,39,1,4,6,14
6,hardcore punk,9f94e88e-cb13-48b2-8c3d-6ff1181aca80,hardcore_punk,83,1,4,6,7
5,post-hardcore,9f94e88e-cb13-48b2-8c3d-6ff1181aca80,post_hardcore,69,1,4,6,14
4,american,9f94e88e-cb13-48b2-8c3d-6ff1181aca80,american,169,2,2,2,2
4,melodic metalcore,9f94e88e-cb13-48b2-8c3d-6ff1181aca80,melodic_metalcore,34,1,4,6,14
3,rock,9f94e88e-cb13-48b2-8c3d-6ff1181aca80,rock,216,2,2,3,3
100,hardcore,ef90f210-f136-4386-ab37-8c00d04eeace,hardcore,186,2,2,4,5
75,metalcore,ef90f210-f136-4386-ab37-8c00d04eeace,metalcore,124,2,2,7,8
25,screamo,ef90f210-f136-4386-ab37-8c00d04eeace,screamo,39,1,4,6,14
24,metal,ef90f210-f136-4386-ab37-8c00d04eeace,metal,168,2,2,7,10
10,rock,ef90f210-f136-4386-ab37-8c00d04eeace,rock,216,2,2,3,3
10,post-hardcore,ef90f210-f136-4386-ab37-8c00d04eeace,post_hardcore,69,1,4,6,14
100,post-rock,4236acde-2ce2-441c-a3d4-38d55f1b5474,post_rock,51,3,5,9,11
61,instrumental,4236acde-2ce2-441c-a3d4-38d55f1b5474,instrumental,87,3,5,9,12
36,ambient,4236acde-2ce2-441c-a3d4-38d55f1b5474,ambient,43,3,5,9,11
32,experimental,4236acde-2ce2-441c-a3d4-38d55f1b5474,experimental,48,3,5,9,11
19,post rock,4236acde-2ce2-441c-a3d4-38d55f1b5474,post_rock,51,3,5,9,11
10,indie,4236acde-2ce2-441c-a3d4-38d55f1b5474,indie,74,1,1,1,1
6,atmospheric,4236acde-2ce2-441c-a3d4-38d55f1b5474,atmospheric,17,3,3,8,9
5,rock,4236acde-2ce2-441c-a3d4-38d55f1b5474,rock,216,2,2,3,3
5,indie rock,4236acde-2ce2-441c-a3d4-38d55f1b5474,indie_rock,27,1,1,10,13
4,american,4236acde-2ce2-441c-a3d4-38d55f1b5474,american,169,2,2,2,2
100,piano,066160ce-d1fe-4e93-a446-2f72f15a580b,piano,44,3,5,9,12
64,contemporary classical,066160ce-d1fe-4e93-a446-2f72f15a580b,contemporary_classical,21,3,5,9,15
62,classical,066160ce-d1fe-4e93-a446-2f72f15a580b,classical,48,3,5,9,12
47,ambient,066160ce-d1fe-4e93-a446-2f72f15a580b,ambient,43,3,5,9,11
31,italian,066160ce-d1fe-4e93-a446-2f72f15a580b,italian,15,3,5,9,15
15,neoclassical,066160ce-d1fe-4e93-a446-2f72f15a580b,neoclassical,14,3,5,9,15
14,instrumental,066160ce-d1fe-4e93-a446-2f72f15a580b,instrumental,87,3,5,9,12
9,modern classical,066160ce-d1fe-4e93-a446-2f72f15a580b,modern_classical,16,3,5,9,15
6,neo-classical,066160ce-d1fe-4e93-a446-2f72f15a580b,neo_classical,12,3,5,9,15
100,electronic,34c63966-445c-4613-afe1-4f0e1e53ae9a,electronic,36,3,5,9,11
35,electronica,34c63966-445c-4613-afe1-4f0e1e53ae9a,electronica,13,3,3,8,9
10,alternative,34c63966-445c-4613-afe1-4f0e1e53ae9a,alternative,133,2,2,2,4
10,british,34c63966-445c-4613-afe1-4f0e1e53ae9a,british,54,1,1,10,13
5,rock,34c63966-445c-4613-afe1-4f0e1e53ae9a,rock,216,2,2,3,3
100,folk,9b96bbdb-8d9b-4568-ad1f-73f90a4250c5,folk,37,1,1,10,13
75,acoustic,9b96bbdb-8d9b-4568-ad1f-73f90a4250c5,acoustic,27,1,1,10,13
63,alternative,9b96bbdb-8d9b-4568-ad1f-73f90a4250c5,alternative,133,2,2,2,4
57,christian,9b96bbdb-8d9b-4568-ad1f-73f90a4250c5,christian,80,1,4,6,14
13,folk rock,9b96bbdb-8d9b-4568-ad1f-73f90a4250c5,folk_rock,12,3,3,8,9
7,indie,9b96bbdb-8d9b-4568-ad1f-73f90a4250c5,indie,74,1,1,1,1
7,alternative rock,9b96bbdb-8d9b-4568-ad1f-73f90a4250c5,alternative_rock,76,1,1,1,1
7,experimental,9b96bbdb-8d9b-4568-ad1f-73f90a4250c5,experimental,48,3,5,9,11
100,hardcore,2faada0e-d536-4ce6-90ec-ae24159c3a66,hardcore,186,2,2,4,5
27,metalcore,2faada0e-d536-4ce6-90ec-ae24159c3a66,metalcore,124,2,2,7,8
18,christian,2faada0e-d536-4ce6-90ec-ae24159c3a66,christian,80,1,4,6,14
14,beatdown,2faada0e-d536-4ce6-90ec-ae24159c3a66,beatdown,15,3,3,5,6
12,christian hardcore,2faada0e-d536-4ce6-90ec-ae24159c3a66,christian_hardcore,18,3,3,5,6
7,moshcore,2faada0e-d536-4ce6-90ec-ae24159c3a66,moshcore,21,3,3,5,6
6,metal,2faada0e-d536-4ce6-90ec-ae24159c3a66,metal,168,2,2,7,10
4,canadian,2faada0e-d536-4ce6-90ec-ae24159c3a66,canadian,19,3,3,8,9
4,hardcore punk,2faada0e-d536-4ce6-90ec-ae24159c3a66,hardcore_punk,83,1,4,6,7
100,hardcore,a18639ec-82d8-4fe5-8a08-9e62f3b7a3c9,hardcore,186,2,2,4,5
65,melodic hardcore,a18639ec-82d8-4fe5-8a08-9e62f3b7a3c9,melodic_hardcore,61,1,4,6,7
36,hardcore punk,a18639ec-82d8-4fe5-8a08-9e62f3b7a3c9,hardcore_punk,83,1,4,6,7
32,straight edge,a18639ec-82d8-4fe5-8a08-9e62f3b7a3c9,straight_edge,62,1,4,6,7
5,punk,a18639ec-82d8-4fe5-8a08-9e62f3b7a3c9,punk,108,2,2,2,2
5,positive hardcore,a18639ec-82d8-4fe5-8a08-9e62f3b7a3c9,positive_hardcore,10,3,3,5,6
3,straight edge hardcore,a18639ec-82d8-4fe5-8a08-9e62f3b7a3c9,straight_edge_hardcore,21,3,3,5,6
3,oldschool hardcore,a18639ec-82d8-4fe5-8a08-9e62f3b7a3c9,oldschool_hardcore,16,3,3,5,6
100,ska,d9064234-e39a-42fe-b24b-4ca81f38311c,ska,11,3,3,8,9
46,christian,d9064234-e39a-42fe-b24b-4ca81f38311c,christian,80,1,4,6,14
25,rock,d9064234-e39a-42fe-b24b-4ca81f38311c,rock,216,2,2,3,3
24,ska punk,d9064234-e39a-42fe-b24b-4ca81f38311c,ska_punk,10,3,3,8,9
14,christian rock,d9064234-e39a-42fe-b24b-4ca81f38311c,christian_rock,24,1,1,10,13
12,punk,d9064234-e39a-42fe-b24b-4ca81f38311c,punk,108,2,2,2,2
4,alternative,d9064234-e39a-42fe-b24b-4ca81f38311c,alternative,133,2,2,2,4
4,ska-punk,d9064234-e39a-42fe-b24b-4ca81f38311c,ska_punk,10,3,3,8,9
74,punk,f6d41c99-7ec5-43e8-bd17-bccaf1312e99,punk,108,2,2,2,2
22,christian,f6d41c99-7ec5-43e8-bd17-bccaf1312e99,christian,80,1,4,6,14
20,punk rock,f6d41c99-7ec5-43e8-bd17-bccaf1312e99,punk_rock,70,1,1,1,1
9,folk,f6d41c99-7ec5-43e8-bd17-bccaf1312e99,folk,37,1,1,10,13
9,american,f6d41c99-7ec5-43e8-bd17-bccaf1312e99,american,169,2,2,2,2
100,screamo,f75c00be-1b76-4e2f-a419-8637413fe7f2,screamo,39,1,4,6,14
89,post-hardcore,f75c00be-1b76-4e2f-a419-8637413fe7f2,post_hardcore,69,1,4,6,14
54,hardcore,f75c00be-1b76-4e2f-a419-8637413fe7f2,hardcore,186,2,2,4,5
36,emocore,f75c00be-1b76-4e2f-a419-8637413fe7f2,emocore,14,3,3,5,6
36,post hardcore,f75c00be-1b76-4e2f-a419-8637413fe7f2,post_hardcore,69,1,4,6,14
25,rock,f75c00be-1b76-4e2f-a419-8637413fe7f2,rock,216,2,2,3,3
20,female vocalists,f75c00be-1b76-4e2f-a419-8637413fe7f2,female_vocalists,31,1,1,10,13
12,indie,f75c00be-1b76-4e2f-a419-8637413fe7f2,indie,74,1,1,1,1
12,emo,f75c00be-1b76-4e2f-a419-8637413fe7f2,emo,36,1,1,1,1
9,alternative,f75c00be-1b76-4e2f-a419-8637413fe7f2,alternative,133,2,2,2,4
87,punk,c3694ddc-f7e5-40dd-9fad-90d11a2c50fa,punk,108,2,2,2,2
60,folk,c3694ddc-f7e5-40dd-9fad-90d11a2c50fa,folk,37,1,1,10,13
51,punk rock,c3694ddc-f7e5-40dd-9fad-90d11a2c50fa,punk_rock,70,1,1,1,1
31,rock,c3694ddc-f7e5-40dd-9fad-90d11a2c50fa,rock,216,2,2,3,3
9,alternative,c3694ddc-f7e5-40dd-9fad-90d11a2c50fa,alternative,133,2,2,2,4
100,rock,67f66c07-6e61-4026-ade5-7e782fad3a5d,rock,216,2,2,3,3
69,alternative rock,67f66c07-6e61-4026-ade5-7e782fad3a5d,alternative_rock,76,1,1,1,1
48,grunge,67f66c07-6e61-4026-ade5-7e782fad3a5d,grunge,10,3,3,8,9
47,alternative,67f66c07-6e61-4026-ade5-7e782fad3a5d,alternative,133,2,2,2,4
30,hard rock,67f66c07-6e61-4026-ade5-7e782fad3a5d,hard_rock,58,1,1,10,13
7,indie,67f66c07-6e61-4026-ade5-7e782fad3a5d,indie,74,1,1,1,1
5,american,67f66c07-6e61-4026-ade5-7e782fad3a5d,american,169,2,2,2,2
5,punk,67f66c07-6e61-4026-ade5-7e782fad3a5d,punk,108,2,2,2,2
100,metalcore,6fca6647-1dce-4028-8348-68238b8d2237,metalcore,124,2,2,7,8
55,hardcore,6fca6647-1dce-4028-8348-68238b8d2237,hardcore,186,2,2,4,5
48,melodic hardcore,6fca6647-1dce-4028-8348-68238b8d2237,melodic_hardcore,61,1,4,6,7
30,melodic metalcore,6fca6647-1dce-4028-8348-68238b8d2237,melodic_metalcore,34,1,4,6,14
21,deathcore,6fca6647-1dce-4028-8348-68238b8d2237,deathcore,21,3,3,5,6
6,metal,6fca6647-1dce-4028-8348-68238b8d2237,metal,168,2,2,7,10
5,post-hardcore,6fca6647-1dce-4028-8348-68238b8d2237,post_hardcore,69,1,4,6,14
4,american,6fca6647-1dce-4028-8348-68238b8d2237,american,169,2,2,2,2
3,moshcore,6fca6647-1dce-4028-8348-68238b8d2237,moshcore,21,3,3,5,6
100,metalcore,be33d914-c169-4630-9116-335fac9e6895,metalcore,124,2,2,7,8
45,hardcore,be33d914-c169-4630-9116-335fac9e6895,hardcore,186,2,2,4,5
40,christian,be33d914-c169-4630-9116-335fac9e6895,christian,80,1,4,6,14
30,christian metalcore,be33d914-c169-4630-9116-335fac9e6895,christian_metalcore,27,1,4,6,14
26,melodic hardcore,be33d914-c169-4630-9116-335fac9e6895,melodic_hardcore,61,1,4,6,7
8,metal,be33d914-c169-4630-9116-335fac9e6895,metal,168,2,2,7,10
7,deathcore,be33d914-c169-4630-9116-335fac9e6895,deathcore,21,3,3,5,6
6,melodic metalcore,be33d914-c169-4630-9116-335fac9e6895,melodic_metalcore,34,1,4,6,14
5,american,be33d914-c169-4630-9116-335fac9e6895,american,169,2,2,2,2
4,christian hardcore,be33d914-c169-4630-9116-335fac9e6895,christian_hardcore,18,3,3,5,6
100,hip-hop,e1564e98-978b-4947-8698-f6fd6f8b0181,hip_hop,24,3,3,8,9
70,rap,e1564e98-978b-4947-8698-f6fd6f8b0181,rap,11,3,3,8,9
42,alternative,e1564e98-978b-4947-8698-f6fd6f8b0181,alternative,133,2,2,2,4
34,hip hop,e1564e98-978b-4947-8698-f6fd6f8b0181,hip_hop,24,3,3,8,9
27,rock,e1564e98-978b-4947-8698-f6fd6f8b0181,rock,216,2,2,3,3
6,alternative rock,e1564e98-978b-4947-8698-f6fd6f8b0181,alternative_rock,76,1,1,1,1
6,american,e1564e98-978b-4947-8698-f6fd6f8b0181,american,169,2,2,2,2
100,pop punk,c0a138e2-cef7-471b-8fbb-524e1076256a,pop_punk,48,1,1,1,1
62,melodic hardcore,c0a138e2-cef7-471b-8fbb-524e1076256a,melodic_hardcore,61,1,4,6,7
45,hardcore,c0a138e2-cef7-471b-8fbb-524e1076256a,hardcore,186,2,2,4,5
30,punk,c0a138e2-cef7-471b-8fbb-524e1076256a,punk,108,2,2,2,2
11,punk rock,c0a138e2-cef7-471b-8fbb-524e1076256a,punk_rock,70,1,1,1,1
9,post-hardcore,c0a138e2-cef7-471b-8fbb-524e1076256a,post_hardcore,69,1,4,6,14
6,pop-punk,c0a138e2-cef7-471b-8fbb-524e1076256a,pop_punk,48,1,1,1,1
100,jazz,197450cd-0124-4164-b723-3c22dd16494d,jazz,33,3,3,8,9
44,oldies,197450cd-0124-4164-b723-3c22dd16494d,oldies,19,3,3,8,9
7,male vocalists,197450cd-0124-4164-b723-3c22dd16494d,male_vocalists,19,3,3,8,9
7,american,197450cd-0124-4164-b723-3c22dd16494d,american,169,2,2,2,2
5,pop,197450cd-0124-4164-b723-3c22dd16494d,pop,54,1,1,10,13
100,classical,2cd475bb-1abd-40c4-9904-6d4b691c752c,classical,48,3,5,9,12
46,piano,2cd475bb-1abd-40c4-9904-6d4b691c752c,piano,44,3,5,9,12
43,romantic,2cd475bb-1abd-40c4-9904-6d4b691c752c,romantic,14,3,5,9,15
26,composers,2cd475bb-1abd-40c4-9904-6d4b691c752c,composers,29,3,5,9,12
6,composer,2cd475bb-1abd-40c4-9904-6d4b691c752c,composer,35,3,5,9,12
5,instrumental,2cd475bb-1abd-40c4-9904-6d4b691c752c,instrumental,87,3,5,9,12
4,classic,2cd475bb-1abd-40c4-9904-6d4b691c752c,classic,24,3,5,9,12
100,classical,f91e3a88-24ee-4563-8963-fab73d2765ed,classical,48,3,5,9,12
39,romantic,f91e3a88-24ee-4563-8963-fab73d2765ed,romantic,14,3,5,9,15
30,piano,f91e3a88-24ee-4563-8963-fab73d2765ed,piano,44,3,5,9,12
26,composers,f91e3a88-24ee-4563-8963-fab73d2765ed,composers,29,3,5,9,12
21,instrumental,f91e3a88-24ee-4563-8963-fab73d2765ed,instrumental,87,3,5,9,12
6,composer,f91e3a88-24ee-4563-8963-fab73d2765ed,composer,35,3,5,9,12
5,classic,f91e3a88-24ee-4563-8963-fab73d2765ed,classic,24,3,5,9,12
100,classic rock,022589ac-7177-460d-a178-9976cf70e29f,classic_rock,48,1,1,10,13
100,rock,022589ac-7177-460d-a178-9976cf70e29f,rock,216,2,2,3,3
59,80s,022589ac-7177-460d-a178-9976cf70e29f,80s,28,1,1,10,13
46,pop,022589ac-7177-460d-a178-9976cf70e29f,pop,54,1,1,10,13
19,british,022589ac-7177-460d-a178-9976cf70e29f,british,54,1,1,10,13
11,male vocalists,022589ac-7177-460d-a178-9976cf70e29f,male_vocalists,19,3,3,8,9
7,singer-songwriter,022589ac-7177-460d-a178-9976cf70e29f,singer_songwriter,46,1,1,10,13
100,hip-hop,b13f846a-60c3-4448-ad97-8f343d6bae59,hip_hop,24,3,3,8,9
77,rap,b13f846a-60c3-4448-ad97-8f343d6bae59,rap,11,3,3,8,9
21,hip hop,b13f846a-60c3-4448-ad97-8f343d6bae59,hip_hop,24,3,3,8,9
18,hardcore,b13f846a-60c3-4448-ad97-8f343d6bae59,hardcore,186,2,2,4,5
12,nyhc,b13f846a-60c3-4448-ad97-8f343d6bae59,nyhc,13,3,3,5,6
9,american,b13f846a-60c3-4448-ad97-8f343d6bae59,american,169,2,2,2,2
100,metalcore,a6bfadac-d028-4bda-a5b2-e1468f556569,metalcore,124,2,2,7,8
91,hardcore,a6bfadac-d028-4bda-a5b2-e1468f556569,hardcore,186,2,2,4,5
66,post-hardcore,a6bfadac-d028-4bda-a5b2-e1468f556569,post_hardcore,69,1,4,6,14
64,screamo,a6bfadac-d028-4bda-a5b2-e1468f556569,screamo,39,1,4,6,14
51,emocore,a6bfadac-d028-4bda-a5b2-e1468f556569,emocore,14,3,3,5,6
30,emo,a6bfadac-d028-4bda-a5b2-e1468f556569,emo,36,1,1,1,1
14,metal,a6bfadac-d028-4bda-a5b2-e1468f556569,metal,168,2,2,7,10
13,rock,a6bfadac-d028-4bda-a5b2-e1468f556569,rock,216,2,2,3,3
6,punk,a6bfadac-d028-4bda-a5b2-e1468f556569,punk,108,2,2,2,2
6,post hardcore,a6bfadac-d028-4bda-a5b2-e1468f556569,post_hardcore,69,1,4,6,14
100,hardcore,19202b40-eb93-48a0-b6fc-fce9568182aa,hardcore,186,2,2,4,5
75,hardcore punk,19202b40-eb93-48a0-b6fc-fce9568182aa,hardcore_punk,83,1,4,6,7
63,punk,19202b40-eb93-48a0-b6fc-fce9568182aa,punk,108,2,2,2,2
36,canadian,19202b40-eb93-48a0-b6fc-fce9568182aa,canadian,19,3,3,8,9
32,punk rock,19202b40-eb93-48a0-b6fc-fce9568182aa,punk_rock,70,1,1,1,1
15,post-hardcore,19202b40-eb93-48a0-b6fc-fce9568182aa,post_hardcore,69,1,4,6,14
11,experimental,19202b40-eb93-48a0-b6fc-fce9568182aa,experimental,48,3,5,9,11
8,rock,19202b40-eb93-48a0-b6fc-fce9568182aa,rock,216,2,2,3,3
4,indie rock,19202b40-eb93-48a0-b6fc-fce9568182aa,indie_rock,27,1,1,10,13
100,hardcore,732e4f97-92ed-4636-bd3d-1f51954ae6d7,hardcore,186,2,2,4,5
46,metalcore,732e4f97-92ed-4636-bd3d-1f51954ae6d7,metalcore,124,2,2,7,8
26,beatdown,732e4f97-92ed-4636-bd3d-1f51954ae6d7,beatdown,15,3,3,5,6
25,nyhc,732e4f97-92ed-4636-bd3d-1f51954ae6d7,nyhc,13,3,3,5,6
19,moshcore,732e4f97-92ed-4636-bd3d-1f51954ae6d7,moshcore,21,3,3,5,6
6,metal,732e4f97-92ed-4636-bd3d-1f51954ae6d7,metal,168,2,2,7,10
5,beatdown hardcore,732e4f97-92ed-4636-bd3d-1f51954ae6d7,beatdown_hardcore,13,3,3,5,6
4,thrash metal,732e4f97-92ed-4636-bd3d-1f51954ae6d7,thrash_metal,26,1,4,6,14
3,hardcore punk,732e4f97-92ed-4636-bd3d-1f51954ae6d7,hardcore_punk,83,1,4,6,7
100,baroque,8f831f50-e409-47c3-8598-71a61bc8cfb3,baroque,11,3,5,9,15
97,classical,8f831f50-e409-47c3-8598-71a61bc8cfb3,classical,48,3,5,9,12
34,german,8f831f50-e409-47c3-8598-71a61bc8cfb3,german,26,3,5,9,15
27,composer,8f831f50-e409-47c3-8598-71a61bc8cfb3,composer,35,3,5,9,12
15,composers,8f831f50-e409-47c3-8598-71a61bc8cfb3,composers,29,3,5,9,12
