count,name,artist_mbid
63,sludge,64ddf06c-850f-46ab-9552-10ef69647d8b
63,stoner rock,64ddf06c-850f-46ab-9552-10ef69647d8b
60,stoner,64ddf06c-850f-46ab-9552-10ef69647d8b
38,metal,64ddf06c-850f-46ab-9552-10ef69647d8b
31,stoner metal,64ddf06c-850f-46ab-9552-10ef69647d8b
12,sludge metal,64ddf06c-850f-46ab-9552-10ef69647d8b
11,hardcore punk,64ddf06c-850f-46ab-9552-10ef69647d8b
11,rock and roll,64ddf06c-850f-46ab-9552-10ef69647d8b
9,american,64ddf06c-850f-46ab-9552-10ef69647d8b
100,hardcore,fac027c9-e8db-4546-9515-9d48d1a7185c
46,straight edge,fac027c9-e8db-4546-9515-9d48d1a7185c
34,hardcore punk,fac027c9-e8db-4546-9515-9d48d1a7185c
18,straight edge hardcore,fac027c9-e8db-4546-9515-9d48d1a7185c
9,punk,fac027c9-e8db-4546-9515-9d48d1a7185c
6,posi,fac027c9-e8db-4546-9515-9d48d1a7185c
5,old school hardcore,fac027c9-e8db-4546-9515-9d48d1a7185c
4,sxe,fac027c9-e8db-4546-9515-9d48d1a7185c
4,oldschool hardcore,fac027c9-e8db-4546-9515-9d48d1a7185c
3,positive hardcore,fac027c9-e8db-4546-9515-9d48d1a7185c
100,progressive rock,7b2f87f6-db90-464e-a27a-deb4f7219e90
52,alternative rock,7b2f87f6-db90-464e-a27a-deb4f7219e90
44,alternative,7b2f87f6-db90-464e-a27a-deb4f7219e90
35,rock,7b2f87f6-db90-464e-a27a-deb4f7219e90
25,progressive,7b2f87f6-db90-464e-a27a-deb4f7219e90
13,indie,7b2f87f6-db90-464e-a27a-deb4f7219e90
10,experimental,7b2f87f6-db90-464e-a27a-deb4f7219e90
10,art rock,7b2f87f6-db90-464e-a27a-deb4f7219e90
8,indie rock,7b2f87f6-db90-464e-a27a-deb4f7219e90
5,american,7b2f87f6-db90-464e-a27a-deb4f7219e90
100,black metal,469eb232-7163-47a8-96a3-8c82d24b2888
62,atmospheric black metal,469eb232-7163-47a8-96a3-8c82d24b2888
27,pagan metal,469eb232-7163-47a8-96a3-8c82d24b2888
26,folk metal,469eb232-7163-47a8-96a3-8c82d24b2888
22,ukrainian,469eb232-7163-47a8-96a3-8c82d24b2888
9,ambient black metal,469eb232-7163-47a8-96a3-8c82d24b2888
7,pagan black metal,469eb232-7163-47a8-96a3-8c82d24b2888
6,ukrainian black metal,469eb232-7163-47a8-96a3-8c82d24b2888
6,metal,469eb232-7163-47a8-96a3-8c82d24b2888
6,folk,469eb232-7163-47a8-96a3-8c82d24b2888
100,soul,2c4dae8c-e591-49e0-9c5a-62b310a15788
83,female vocalists,2c4dae8c-e591-49e0-9c5a-62b310a15788
62,british,2c4dae8c-e591-49e0-9c5a-62b310a15788
59,pop,2c4dae8c-e591-49e0-9c5a-62b310a15788
43,singer-songwriter,2c4dae8c-e591-49e0-9c5a-62b310a15788
9,duffy,2c4dae8c-e591-49e0-9c5a-62b310a15788
7,britpop,2c4dae8c-e591-49e0-9c5a-62b310a15788
6,indie,2c4dae8c-e591-49e0-9c5a-62b310a15788
6,alternative,2c4dae8c-e591-49e0-9c5a-62b310a15788
6,jazz,2c4dae8c-e591-49e0-9c5a-62b310a15788
100,piano,40c9866d-ae1b-4445-9542-bcc4d5ab9d9e
85,contemporary classical,40c9866d-ae1b-4445-9542-bcc4d5ab9d9e
55,classical,40c9866d-ae1b-4445-9542-bcc4d5ab9d9e
54,instrumental,40c9866d-ae1b-4445-9542-bcc4d5ab9d9e
34,neoclassical,40c9866d-ae1b-4445-9542-bcc4d5ab9d9e
26,modern classical,40c9866d-ae1b-4445-9542-bcc4d5ab9d9e
23,post-classical,40c9866d-ae1b-4445-9542-bcc4d5ab9d9e
22,neo-classical,40c9866d-ae1b-4445-9542-bcc4d5ab9d9e
20,chillout,40c9866d-ae1b-4445-9542-bcc4d5ab9d9e
19,postclassical,40c9866d-ae1b-4445-9542-bcc4d5ab9d9e
100,lute,a472827c-096d-423a-998c-65e9b6440e14
58,renaissance,a472827c-096d-423a-998c-65e9b6440e14
43,bosnian,a472827c-096d-423a-998c-65e9b6440e14
37,folk,a472827c-096d-423a-998c-65e9b6440e14
37,early music,a472827c-096d-423a-998c-65e9b6440e14
11,classical,a472827c-096d-423a-998c-65e9b6440e14
11,instrumental,a472827c-096d-423a-998c-65e9b6440e14
6,baroque,a472827c-096d-423a-998c-65e9b6440e14
6,luth,a472827c-096d-423a-998c-65e9b6440e14
6,guitar,a472827c-096d-423a-998c-65e9b6440e14
100,classical,013c8e5b-d72a-4cd3-8dee-6c64d6125823
35,romantic,013c8e5b-d72a-4cd3-8dee-6c64d6125823
31,norwegian,013c8e5b-d72a-4cd3-8dee-6c64d6125823
23,composers,013c8e5b-d72a-4cd3-8dee-6c64d6125823
21,piano,013c8e5b-d72a-4cd3-8dee-6c64d6125823
8,instrumental,013c8e5b-d72a-4cd3-8dee-6c64d6125823
6,classic,013c8e5b-d72a-4cd3-8dee-6c64d6125823
6,composer,013c8e5b-d72a-4cd3-8dee-6c64d6125823
4,scandinavian,013c8e5b-d72a-4cd3-8dee-6c64d6125823
3,norway,013c8e5b-d72a-4cd3-8dee-6c64d6125823
100,jazz,54799c0e-eb45-4eea-996d-c4d71a63c499
49,female vocalists,54799c0e-eb45-4eea-996d-c4d71a63c499
38,blues,54799c0e-eb45-4eea-996d-c4d71a63c499
34,swing,54799c0e-eb45-4eea-996d-c4d71a63c499
30,jazz vocal,54799c0e-eb45-4eea-996d-c4d71a63c499
14,vocal jazz,54799c0e-eb45-4eea-996d-c4d71a63c499
9,oldies,54799c0e-eb45-4eea-996d-c4d71a63c499
8,soul,54799c0e-eb45-4eea-996d-c4d71a63c499
5,vocal,54799c0e-eb45-4eea-996d-c4d71a63c499
5,ella fitzgerald,54799c0e-eb45-4eea-996d-c4d71a63c499
100,pop,b83bc61f-8451-4a5d-8b8e-7e9ed295e822
87,classic rock,b83bc61f-8451-4a5d-8b8e-7e9ed295e822
64,singer-songwriter,b83bc61f-8451-4a5d-8b8e-7e9ed295e822
59,rock,b83bc61f-8451-4a5d-8b8e-7e9ed295e822
54,piano,b83bc61f-8451-4a5d-8b8e-7e9ed295e822
28,british,b83bc61f-8451-4a5d-8b8e-7e9ed295e822
16,80s,b83bc61f-8451-4a5d-8b8e-7e9ed295e822
15,70s,b83bc61f-8451-4a5d-8b8e-7e9ed295e822
13,elton john,b83bc61f-8451-4a5d-8b8e-7e9ed295e822
9,male vocalists,b83bc61f-8451-4a5d-8b8e-7e9ed295e822
100,ambient,86139012-695b-42f4-98f1-1f353f7230b4
57,post-rock,86139012-695b-42f4-98f1-1f353f7230b4
52,instrumental,86139012-695b-42f4-98f1-1f353f7230b4
41,experimental,86139012-695b-42f4-98f1-1f353f7230b4
22,electronic,86139012-695b-42f4-98f1-1f353f7230b4
19,atmospheric,86139012-695b-42f4-98f1-1f353f7230b4
10,piano,86139012-695b-42f4-98f1-1f353f7230b4
6,shoegaze,86139012-695b-42f4-98f1-1f353f7230b4
5,drone,86139012-695b-42f4-98f1-1f353f7230b4
4,chillout,86139012-695b-42f4-98f1-1f353f7230b4
100,rock n roll,01809552-4f87-45b0-afff-2c6f0730a3be
83,classic rock,01809552-4f87-45b0-afff-2c6f0730a3be
58,rock,01809552-4f87-45b0-afff-2c6f0730a3be
57,oldies,01809552-4f87-45b0-afff-2c6f0730a3be
51,rock and roll,01809552-4f87-45b0-afff-2c6f0730a3be
23,rockabilly,01809552-4f87-45b0-afff-2c6f0730a3be
14,50s,01809552-4f87-45b0-afff-2c6f0730a3be
13,60s,01809552-4f87-45b0-afff-2c6f0730a3be
10,pop,01809552-4f87-45b0-afff-2c6f0730a3be
10,american,01809552-4f87-45b0-afff-2c6f0730a3be
100,hardcore,0df521f0-4693-4ea6-99db-1ca2069b47a6
37,straight edge,0df521f0-4693-4ea6-99db-1ca2069b47a6
26,metalcore,0df521f0-4693-4ea6-99db-1ca2069b47a6
9,new school hardcore,0df521f0-4693-4ea6-99db-1ca2069b47a6
6,oldschool hardcore,0df521f0-4693-4ea6-99db-1ca2069b47a6
3,straight edge hardcore,0df521f0-4693-4ea6-99db-1ca2069b47a6
3,boston hardcore,0df521f0-4693-4ea6-99db-1ca2069b47a6
2,usa,0df521f0-4693-4ea6-99db-1ca2069b47a6
2,american,0df521f0-4693-4ea6-99db-1ca2069b47a6
2,massachusetts,0df521f0-4693-4ea6-99db-1ca2069b47a6
100,post-hardcore,6b22de04-fb48-44aa-bd02-c1427f635477
98,screamo,6b22de04-fb48-44aa-bd02-c1427f635477
81,emo,6b22de04-fb48-44aa-bd02-c1427f635477
59,rock,6b22de04-fb48-44aa-bd02-c1427f635477
48,emocore,6b22de04-fb48-44aa-bd02-c1427f635477
29,christian,6b22de04-fb48-44aa-bd02-c1427f635477
25,alternative,6b22de04-fb48-44aa-bd02-c1427f635477
24,hardcore,6b22de04-fb48-44aa-bd02-c1427f635477
11,post hardcore,6b22de04-fb48-44aa-bd02-c1427f635477
11,alternative rock,6b22de04-fb48-44aa-bd02-c1427f635477
100,rap,b95ce3ff-3d05-4e87-9e01-c97b66af13d4
79,hip-hop,b95ce3ff-3d05-4e87-9e01-c97b66af13d4
33,eminem,b95ce3ff-3d05-4e87-9e01-c97b66af13d4
33,hip hop,b95ce3ff-3d05-4e87-9e01-c97b66af13d4
16,pop,b95ce3ff-3d05-4e87-9e01-c97b66af13d4
6,american,b95ce3ff-3d05-4e87-9e01-c97b66af13d4
5,detroit,b95ce3ff-3d05-4e87-9e01-c97b66af13d4
4,hiphop,b95ce3ff-3d05-4e87-9e01-c97b66af13d4
3,gangsta rap,b95ce3ff-3d05-4e87-9e01-c97b66af13d4
3,male vocalists,b95ce3ff-3d05-4e87-9e01-c97b66af13d4
100,soundtrack,a16e47f5-aa54-47fe-87e4-bb8af91a9fdd
63,instrumental,a16e47f5-aa54-47fe-87e4-bb8af91a9fdd
50,classical,a16e47f5-aa54-47fe-87e4-bb8af91a9fdd
37,composer,a16e47f5-aa54-47fe-87e4-bb8af91a9fdd
33,italian,a16e47f5-aa54-47fe-87e4-bb8af91a9fdd
6,composers,a16e47f5-aa54-47fe-87e4-bb8af91a9fdd
6,soundtracks,a16e47f5-aa54-47fe-87e4-bb8af91a9fdd
5,ennio morricone,a16e47f5-aa54-47fe-87e4-bb8af91a9fdd
5,movie score composers,a16e47f5-aa54-47fe-87e4-bb8af91a9fdd
5,spaghetti western,a16e47f5-aa54-47fe-87e4-bb8af91a9fdd
100,classical,e1d521ea-5b97-4981-987c-ba988b2a87d7
67,piano,e1d521ea-5b97-4981-987c-ba988b2a87d7
41,impressionist,e1d521ea-5b97-4981-987c-ba988b2a87d7
35,french,e1d521ea-5b97-4981-987c-ba988b2a87d7
24,composers,e1d521ea-5b97-4981-987c-ba988b2a87d7
12,minimalism,e1d521ea-5b97-4981-987c-ba988b2a87d7
7,ambient,e1d521ea-5b97-4981-987c-ba988b2a87d7
6,avant-garde,e1d521ea-5b97-4981-987c-ba988b2a87d7
6,impressionism,e1d521ea-5b97-4981-987c-ba988b2a87d7
6,composer,e1d521ea-5b97-4981-987c-ba988b2a87d7
100,jazz,cfa7c6b1-bbb3-4f9a-a636-cbfafb9b4bcf
48,contemporary jazz,cfa7c6b1-bbb3-4f9a-a636-cbfafb9b4bcf
34,piano,cfa7c6b1-bbb3-4f9a-a636-cbfafb9b4bcf
32,swedish,cfa7c6b1-bbb3-4f9a-a636-cbfafb9b4bcf
26,instrumental,cfa7c6b1-bbb3-4f9a-a636-cbfafb9b4bcf
10,jazz piano,cfa7c6b1-bbb3-4f9a-a636-cbfafb9b4bcf
7,piano jazz,cfa7c6b1-bbb3-4f9a-a636-cbfafb9b4bcf
6,modern jazz,cfa7c6b1-bbb3-4f9a-a636-cbfafb9b4bcf
5,scandinavian,cfa7c6b1-bbb3-4f9a-a636-cbfafb9b4bcf
4,experimental,cfa7c6b1-bbb3-4f9a-a636-cbfafb9b4bcf
100,hardcore,9f94e88e-cb13-48b2-8c3d-6ff1181aca80
80,metalcore,9f94e88e-cb13-48b2-8c3d-6ff1181aca80
41,melodic hardcore,9f94e88e-cb13-48b2-8c3d-6ff1181aca80
18,metal,9f94e88e-cb13-48b2-8c3d-6ff1181aca80
16,screamo,9f94e88e-cb13-48b2-8c3d-6ff1181aca80
6,hardcore punk,9f94e88e-cb13-48b2-8c3d-6ff1181aca80
5,post-hardcore,9f94e88e-cb13-48b2-8c3d-6ff1181aca80
4,american,9f94e88e-cb13-48b2-8c3d-6ff1181aca80
4,melodic metalcore,9f94e88e-cb13-48b2-8c3d-6ff1181aca80
3,rock,9f94e88e-cb13-48b2-8c3d-6ff1181aca80
100,hardcore,ef90f210-f136-4386-ab37-8c00d04eeace
75,metalcore,ef90f210-f136-4386-ab37-8c00d04eeace
33,southern rock,ef90f210-f136-4386-ab37-8c00d04eeace
25,screamo,ef90f210-f136-4386-ab37-8c00d04eeace
24,metal,ef90f210-f136-4386-ab37-8c00d04eeace
10,rock,ef90f210-f136-4386-ab37-8c00d04eeace
10,chaotic hardcore,ef90f210-f136-4386-ab37-8c00d04eeace
10,mathcore,ef90f210-f136-4386-ab37-8c00d04eeace
10,post-hardcore,ef90f210-f136-4386-ab37-8c00d04eeace
5,southern hardcore,ef90f210-f136-4386-ab37-8c00d04eeace
100,post-rock,4236acde-2ce2-441c-a3d4-38d55f1b5474
61,instrumental,4236acde-2ce2-441c-a3d4-38d55f1b5474
36,ambient,4236acde-2ce2-441c-a3d4-38d55f1b5474
32,experimental,4236acde-2ce2-441c-a3d4-38d55f1b5474
19,post rock,4236acde-2ce2-441c-a3d4-38d55f1b5474
10,indie,4236acde-2ce2-441c-a3d4-38d55f1b5474
6,atmospheric,4236acde-2ce2-441c-a3d4-38d55f1b5474
5,rock,4236acde-2ce2-441c-a3d4-38d55f1b5474
5,indie rock,4236acde-2ce2-441c-a3d4-38d55f1b5474
4,american,4236acde-2ce2-441c-a3d4-38d55f1b5474
100,piano,066160ce-d1fe-4e93-a446-2f72f15a580b
64,contemporary classical,066160ce-d1fe-4e93-a446-2f72f15a580b
62,classical,066160ce-d1fe-4e93-a446-2f72f15a580b
47,ambient,066160ce-d1fe-4e93-a446-2f72f15a580b
31,italian,066160ce-d1fe-4e93-a446-2f72f15a580b
15,neoclassical,066160ce-d1fe-4e93-a446-2f72f15a580b
14,instrumental,066160ce-d1fe-4e93-a446-2f72f15a580b
9,modern classical,066160ce-d1fe-4e93-a446-2f72f15a580b
7,new age,066160ce-d1fe-4e93-a446-2f72f15a580b
6,neo-classical,066160ce-d1fe-4e93-a446-2f72f15a580b
100,electronic,34c63966-445c-4613-afe1-4f0e1e53ae9a
57,big beat,34c63966-445c-4613-afe1-4f0e1e53ae9a
56,dance,34c63966-445c-4613-afe1-4f0e1e53ae9a
36,house,34c63966-445c-4613-afe1-4f0e1e53ae9a
35,electronica,34c63966-445c-4613-afe1-4f0e1e53ae9a
10,alternative,34c63966-445c-4613-afe1-4f0e1e53ae9a
10,british,34c63966-445c-4613-afe1-4f0e1e53ae9a
9,techno,34c63966-445c-4613-afe1-4f0e1e53ae9a
6,breakbeat,34c63966-445c-4613-afe1-4f0e1e53ae9a
5,rock,34c63966-445c-4613-afe1-4f0e1e53ae9a
100,folk,9b96bbdb-8d9b-4568-ad1f-73f90a4250c5
75,acoustic,9b96bbdb-8d9b-4568-ad1f-73f90a4250c5
63,alternative,9b96bbdb-8d9b-4568-ad1f-73f90a4250c5
57,christian,9b96bbdb-8d9b-4568-ad1f-73f90a4250c5
29,jon foreman,9b96bbdb-8d9b-4568-ad1f-73f90a4250c5
13,folk rock,9b96bbdb-8d9b-4568-ad1f-73f90a4250c5
10,fiction family,9b96bbdb-8d9b-4568-ad1f-73f90a4250c5
7,indie,9b96bbdb-8d9b-4568-ad1f-73f90a4250c5
7,alternative rock,9b96bbdb-8d9b-4568-ad1f-73f90a4250c5
7,experimental,9b96bbdb-8d9b-4568-ad1f-73f90a4250c5
100,hardcore,2faada0e-d536-4ce6-90ec-ae24159c3a66
27,metalcore,2faada0e-d536-4ce6-90ec-ae24159c3a66
18,christian,2faada0e-d536-4ce6-90ec-ae24159c3a66
14,beatdown,2faada0e-d536-4ce6-90ec-ae24159c3a66
12,christian hardcore,2faada0e-d536-4ce6-90ec-ae24159c3a66
7,moshcore,2faada0e-d536-4ce6-90ec-ae24159c3a66
6,metal,2faada0e-d536-4ce6-90ec-ae24159c3a66
5,toughguy hardcore,2faada0e-d536-4ce6-90ec-ae24159c3a66
4,canadian,2faada0e-d536-4ce6-90ec-ae24159c3a66
4,hardcore punk,2faada0e-d536-4ce6-90ec-ae24159c3a66
100,hardcore,a18639ec-82d8-4fe5-8a08-9e62f3b7a3c9
65,melodic hardcore,a18639ec-82d8-4fe5-8a08-9e62f3b7a3c9
36,hardcore punk,a18639ec-82d8-4fe5-8a08-9e62f3b7a3c9
32,straight edge,a18639ec-82d8-4fe5-8a08-9e62f3b7a3c9
9,posi-hardcore,a18639ec-82d8-4fe5-8a08-9e62f3b7a3c9
6,modern hardcore,a18639ec-82d8-4fe5-8a08-9e62f3b7a3c9
5,punk,a18639ec-82d8-4fe5-8a08-9e62f3b7a3c9
5,positive hardcore,a18639ec-82d8-4fe5-8a08-9e62f3b7a3c9
3,straight edge hardcore,a18639ec-82d8-4fe5-8a08-9e62f3b7a3c9
3,oldschool hardcore,a18639ec-82d8-4fe5-8a08-9e62f3b7a3c9
100,ska,d9064234-e39a-42fe-b24b-4ca81f38311c
46,christian,d9064234-e39a-42fe-b24b-4ca81f38311c
25,rock,d9064234-e39a-42fe-b24b-4ca81f38311c
24,ska punk,d9064234-e39a-42fe-b24b-4ca81f38311c
20,christian ska,d9064234-e39a-42fe-b24b-4ca81f38311c
14,christian rock,d9064234-e39a-42fe-b24b-4ca81f38311c
12,punk,d9064234-e39a-42fe-b24b-4ca81f38311c
4,alternative,d9064234-e39a-42fe-b24b-4ca81f38311c
4,ska-punk,d9064234-e39a-42fe-b24b-4ca81f38311c
4,third wave ska,d9064234-e39a-42fe-b24b-4ca81f38311c
100,celtic punk,f6d41c99-7ec5-43e8-bd17-bccaf1312e99
74,punk,f6d41c99-7ec5-43e8-bd17-bccaf1312e99
66,folk punk,f6d41c99-7ec5-43e8-bd17-bccaf1312e99
32,celtic,f6d41c99-7ec5-43e8-bd17-bccaf1312e99
22,christian,f6d41c99-7ec5-43e8-bd17-bccaf1312e99
20,punk rock,f6d41c99-7ec5-43e8-bd17-bccaf1312e99
15,oi,f6d41c99-7ec5-43e8-bd17-bccaf1312e99
9,folk,f6d41c99-7ec5-43e8-bd17-bccaf1312e99
9,american,f6d41c99-7ec5-43e8-bd17-bccaf1312e99
9,irish punk,f6d41c99-7ec5-43e8-bd17-bccaf1312e99
100,screamo,f75c00be-1b76-4e2f-a419-8637413fe7f2
89,post-hardcore,f75c00be-1b76-4e2f-a419-8637413fe7f2
54,hardcore,f75c00be-1b76-4e2f-a419-8637413fe7f2
36,emocore,f75c00be-1b76-4e2f-a419-8637413fe7f2
36,post hardcore,f75c00be-1b76-4e2f-a419-8637413fe7f2
25,rock,f75c00be-1b76-4e2f-a419-8637413fe7f2
20,female vocalists,f75c00be-1b76-4e2f-a419-8637413fe7f2
12,indie,f75c00be-1b76-4e2f-a419-8637413fe7f2
12,emo,f75c00be-1b76-4e2f-a419-8637413fe7f2
9,alternative,f75c00be-1b76-4e2f-a419-8637413fe7f2
89,irish,c3694ddc-f7e5-40dd-9fad-90d11a2c50fa
87,punk,c3694ddc-f7e5-40dd-9fad-90d11a2c50fa
60,folk,c3694ddc-f7e5-40dd-9fad-90d11a2c50fa
51,punk rock,c3694ddc-f7e5-40dd-9fad-90d11a2c50fa
31,rock,c3694ddc-f7e5-40dd-9fad-90d11a2c50fa
27,folk punk,c3694ddc-f7e5-40dd-9fad-90d11a2c50fa
22,irish punk,c3694ddc-f7e5-40dd-9fad-90d11a2c50fa
21,celtic punk,c3694ddc-f7e5-40dd-9fad-90d11a2c50fa
18,celtic,c3694ddc-f7e5-40dd-9fad-90d11a2c50fa
9,alternative,c3694ddc-f7e5-40dd-9fad-90d11a2c50fa
100,rock,67f66c07-6e61-4026-ade5-7e782fad3a5d
69,alternative rock,67f66c07-6e61-4026-ade5-7e782fad3a5d
48,grunge,67f66c07-6e61-4026-ade5-7e782fad3a5d
47,alternative,67f66c07-6e61-4026-ade5-7e782fad3a5d
30,hard rock,67f66c07-6e61-4026-ade5-7e782fad3a5d
10,post-grunge,67f66c07-6e61-4026-ade5-7e782fad3a5d
8,foo fighters,67f66c07-6e61-4026-ade5-7e782fad3a5d
7,indie,67f66c07-6e61-4026-ade5-7e782fad3a5d
5,american,67f66c07-6e61-4026-ade5-7e782fad3a5d
5,punk,67f66c07-6e61-4026-ade5-7e782fad3a5d
100,metalcore,6fca6647-1dce-4028-8348-68238b8d2237
55,hardcore,6fca6647-1dce-4028-8348-68238b8d2237
48,melodic hardcore,6fca6647-1dce-4028-8348-68238b8d2237
30,melodic metalcore,6fca6647-1dce-4028-8348-68238b8d2237
21,deathcore,6fca6647-1dce-4028-8348-68238b8d2237
6,metal,6fca6647-1dce-4028-8348-68238b8d2237
5,post-hardcore,6fca6647-1dce-4028-8348-68238b8d2237
4,american,6fca6647-1dce-4028-8348-68238b8d2237
3,moshcore,6fca6647-1dce-4028-8348-68238b8d2237
2,progressive metalcore,6fca6647-1dce-4028-8348-68238b8d2237
100,metalcore,be33d914-c169-4630-9116-335fac9e6895
45,hardcore,be33d914-c169-4630-9116-335fac9e6895
40,christian,be33d914-c169-4630-9116-335fac9e6895
30,christian metalcore,be33d914-c169-4630-9116-335fac9e6895
26,melodic hardcore,be33d914-c169-4630-9116-335fac9e6895
8,metal,be33d914-c169-4630-9116-335fac9e6895
7,deathcore,be33d914-c169-4630-9116-335fac9e6895
6,melodic metalcore,be33d914-c169-4630-9116-335fac9e6895
5,american,be33d914-c169-4630-9116-335fac9e6895
4,christian hardcore,be33d914-c169-4630-9116-335fac9e6895
100,hip-hop,e1564e98-978b-4947-8698-f6fd6f8b0181
70,rap,e1564e98-978b-4947-8698-f6fd6f8b0181
42,alternative,e1564e98-978b-4947-8698-f6fd6f8b0181
34,hip hop,e1564e98-978b-4947-8698-f6fd6f8b0181
27,rock,e1564e98-978b-4947-8698-f6fd6f8b0181
10,fort minor,e1564e98-978b-4947-8698-f6fd6f8b0181
7,rapcore,e1564e98-978b-4947-8698-f6fd6f8b0181
6,alternative rock,e1564e98-978b-4947-8698-f6fd6f8b0181
6,american,e1564e98-978b-4947-8698-f6fd6f8b0181
5,alternative hip-hop,e1564e98-978b-4947-8698-f6fd6f8b0181
100,pop punk,c0a138e2-cef7-471b-8fbb-524e1076256a
62,melodic hardcore,c0a138e2-cef7-471b-8fbb-524e1076256a
45,hardcore,c0a138e2-cef7-471b-8fbb-524e1076256a
35,beardcore,c0a138e2-cef7-471b-8fbb-524e1076256a
30,punk,c0a138e2-cef7-471b-8fbb-524e1076256a
11,punk rock,c0a138e2-cef7-471b-8fbb-524e1076256a
11,easycore,c0a138e2-cef7-471b-8fbb-524e1076256a
9,post-hardcore,c0a138e2-cef7-471b-8fbb-524e1076256a
6,pop-punk,c0a138e2-cef7-471b-8fbb-524e1076256a
6,happy hardcore,c0a138e2-cef7-471b-8fbb-524e1076256a
100,jazz,197450cd-0124-4164-b723-3c22dd16494d
67,swing,197450cd-0124-4164-b723-3c22dd16494d
44,oldies,197450cd-0124-4164-b723-3c22dd16494d
35,vocal jazz,197450cd-0124-4164-b723-3c22dd16494d
27,easy listening,197450cd-0124-4164-b723-3c22dd16494d
7,male vocalists,197450cd-0124-4164-b723-3c22dd16494d
7,american,197450cd-0124-4164-b723-3c22dd16494d
7,frank sinatra,197450cd-0124-4164-b723-3c22dd16494d
6,big band,197450cd-0124-4164-b723-3c22dd16494d
5,pop,197450cd-0124-4164-b723-3c22dd16494d
100,classical,2cd475bb-1abd-40c4-9904-6d4b691c752c
46,piano,2cd475bb-1abd-40c4-9904-6d4b691c752c
43,romantic,2cd475bb-1abd-40c4-9904-6d4b691c752c
27,hungarian,2cd475bb-1abd-40c4-9904-6d4b691c752c
26,composers,2cd475bb-1abd-40c4-9904-6d4b691c752c
6,composer,2cd475bb-1abd-40c4-9904-6d4b691c752c
5,instrumental,2cd475bb-1abd-40c4-9904-6d4b691c752c
4,classic,2cd475bb-1abd-40c4-9904-6d4b691c752c
3,classical piano,2cd475bb-1abd-40c4-9904-6d4b691c752c
3,franz liszt,2cd475bb-1abd-40c4-9904-6d4b691c752c
100,classical,f91e3a88-24ee-4563-8963-fab73d2765ed
39,romantic,f91e3a88-24ee-4563-8963-fab73d2765ed
30,piano,f91e3a88-24ee-4563-8963-fab73d2765ed
26,composers,f91e3a88-24ee-4563-8963-fab73d2765ed
21,instrumental,f91e3a88-24ee-4563-8963-fab73d2765ed
9,austrian,f91e3a88-24ee-4563-8963-fab73d2765ed
6,composer,f91e3a88-24ee-4563-8963-fab73d2765ed
5,classic,f91e3a88-24ee-4563-8963-fab73d2765ed
3,schubert,f91e3a88-24ee-4563-8963-fab73d2765ed
3,franz schubert,f91e3a88-24ee-4563-8963-fab73d2765ed
100,classic rock,022589ac-7177-460d-a178-9976cf70e29f
100,rock,022589ac-7177-460d-a178-9976cf70e29f
63,queen,022589ac-7177-460d-a178-9976cf70e29f
59,80s,022589ac-7177-460d-a178-9976cf70e29f
46,pop,022589ac-7177-460d-a178-9976cf70e29f
19,british,022589ac-7177-460d-a178-9976cf70e29f
14,freddie mercury,022589ac-7177-460d-a178-9976cf70e29f
11,male vocalists,022589ac-7177-460d-a178-9976cf70e29f
10,glam rock,022589ac-7177-460d-a178-9976cf70e29f
7,singer-songwriter,022589ac-7177-460d-a178-9976cf70e29f
100,hip-hop,b13f846a-60c3-4448-ad97-8f343d6bae59
77,rap,b13f846a-60c3-4448-ad97-8f343d6bae59
48,underground hip-hop,b13f846a-60c3-4448-ad97-8f343d6bae59
21,hip hop,b13f846a-60c3-4448-ad97-8f343d6bae59
18,hardcore,b13f846a-60c3-4448-ad97-8f343d6bae59
15,crossover,b13f846a-60c3-4448-ad97-8f343d6bae59
12,nyhc,b13f846a-60c3-4448-ad97-8f343d6bae59
9,new york,b13f846a-60c3-4448-ad97-8f343d6bae59
9,underground rap,b13f846a-60c3-4448-ad97-8f343d6bae59
9,american,b13f846a-60c3-4448-ad97-8f343d6bae59
100,metalcore,a6bfadac-d028-4bda-a5b2-e1468f556569
91,hardcore,a6bfadac-d028-4bda-a5b2-e1468f556569
66,post-hardcore,a6bfadac-d028-4bda-a5b2-e1468f556569
64,screamo,a6bfadac-d028-4bda-a5b2-e1468f556569
51,emocore,a6bfadac-d028-4bda-a5b2-e1468f556569
30,emo,a6bfadac-d028-4bda-a5b2-e1468f556569
14,metal,a6bfadac-d028-4bda-a5b2-e1468f556569
13,rock,a6bfadac-d028-4bda-a5b2-e1468f556569
6,punk,a6bfadac-d028-4bda-a5b2-e1468f556569
6,post hardcore,a6bfadac-d028-4bda-a5b2-e1468f556569
100,hardcore,19202b40-eb93-48a0-b6fc-fce9568182aa
75,hardcore punk,19202b40-eb93-48a0-b6fc-fce9568182aa
63,punk,19202b40-eb93-48a0-b6fc-fce9568182aa
36,canadian,19202b40-eb93-48a0-b6fc-fce9568182aa
32,punk rock,19202b40-eb93-48a0-b6fc-fce9568182aa
15,post-hardcore,19202b40-eb93-48a0-b6fc-fce9568182aa
11,experimental,19202b40-eb93-48a0-b6fc-fce9568182aa
8,rock,19202b40-eb93-48a0-b6fc-fce9568182aa
5,canada,19202b40-eb93-48a0-b6fc-fce9568182aa
